Label,SMS Text
Important,I dunno lei... Like dun haf...
Important,But your brother transfered only  5;  +  5; . Pa.
Important,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
Spam,83039 62735=4450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
Important,Talk to g and x about that
Important,Hai dear friends... This is my new 4; present number..4 By Rajitha Raj (Ranju)
Spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
Important,As in different styles?
Spam,WIN a 4200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 41.50perweeksub.
Important,Gud ni8 dear..slp well..take care..swt dreams..Muah..
Important,I want to sent  5; mesages today. Thats y. Sorry if i hurts
Spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either 41000 cash or 4200 prize. Just call 09066361921"
Important,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
Important,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
Spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
Important,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
Important,\Keep ur problems in ur heart
Important,"Yeah, give me a call if you've got a minute"
Important,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS 44 FUCKINNICE!SELFISH
Important,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:4
Important,Aiya we discuss later lar... Pick 4_ up at 4 is it?
Important,Hey happy birthday...
Important,Sorry i missed your call. Can you please call back.
Important,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
Important,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
Important,I wont do anything de.
Important,What type of stuff do you sing?
Important,"St andre, virgil's cream"
Important,No no. I will check all rooms befor activities
Important,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
Important,Gokila is talking with you aha4
Important,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
Important,K.k.this month kotees birthday know?
Important,But i'm really really broke oh. No amount is too small even  5; 
Important,Sorry about that this is my mates phone and i didnt write it love Kate
Spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
Important,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
Important,"Aight, call me once you're close"
Important,Nope thats fine. I might have a nap tho! 
Spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
Important,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
Important,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D4: gud ni8"""
Important,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  5; Lacs.there is no source to arng dis amt. 5; lacs..thats my prob
Important,Ding me on ya break fassyole! Blacko from londn
Important,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
Important,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
Important,Oh you got many responsibilities.
Spam,You have 1 new message. Please call 08715205273
Important,I've reached sch already...
Spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
Important,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
Important,Argh why the fuck is nobody in town ;_;
Spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
Important,Thanks. Fills me with complete calm and reassurance! 
Important,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
Important,Are you driving or training?
Important,Lol for real. She told my dad I have cancer
Spam,PRIVATE! Your 2003 Account Statement for 078
Important,"Oops I did have it,  5; ?"
Important,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
Important,"Hi Chikku, send some nice msgs"
Important,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
Important,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
Important,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
Important,Cuz ibored. And don wanna study
Important,Wot about on wed nite I am 3 then but only til 9!
Important,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:4 try it...."
Important,Any way where are you and what doing.
Important,That sucks. I'll go over so u can do my hair. You'll do it free right?
Important,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  5; 
Important,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
Important,Sday only joined.so training we started today4
Important,Sorry * was at the grocers.
Important,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
Spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or 45000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost41.50/pm, Max10mins"
Important,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
Important,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
Important,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
Spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
Important,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
Important,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
Important,I'm in office now da4where are you?
Important,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
Important,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
Spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth 433:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
Important,K..then come wenever u lik to come and also tel vikky to come by getting free time..:4
Important,Pls call me da. What happen.
Important,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life44"
Important,No problem with the renewal. I.ll do it right away but i dont know his details.
Important,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
Important,Haven't left yet so probably gonna be here til dinner
Important,"Like  5; , same question"
Important,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
Important,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
Important,K k4 sms chat with me.
Important,I will come with karnan car. Please wait till 6pm will directly goto doctor.
Important,No but the bluray player can
Important,Ok... Then r we meeting later?
Important,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
Important,Just send a text. We'll skype later.
Important,Ok leave no need to ask
Spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
Important,44 still got lessons?  44 in sch?
Important,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
Important,Oh did you charge camera
Important,"I444ve got some salt, you can rub it in my open wounds if you like!"
Important,Now i'm going for lunch.
Important,I'm in school now n i'll be in da lab doing some stuff give me a call when 4_ r done.
Important,Oh k. . I will come tomorrow
Important,"Aight, text me tonight and we'll see what's up"
Important,U 2.
Important,Water logging in desert. Geoenvironmental implications.
Important,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
Important,Company is very good.environment is terrific and food is really nice4
Important,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
Spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
Important,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
Important,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
Important,K sure am in my relatives home. Sms me de. Pls:4
Important,I sent them. Do you like?
Important,"Fuuuuck I need to stop sleepin, sup"
Important,I'm in town now so i'll jus take mrt down later.
Important,I just cooked a rather nice salmon a la you
Important,I uploaded mine to Facebook
Important,WHAT TIME U WRKIN?
Important,Okie
Spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
Spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
Important,"Sorry, I'll call later"
Important,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
Important,"It's wylie, you in tampa or sarasota?"
Important,Ok... Take ur time n enjoy ur dinner...
Important,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
Spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
Important,I like cheap! But i444m happy to splash out on the wine if it makes you feel better..
Important,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
Important,Ugh my leg hurts. Musta overdid it on mon.
Spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
Spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or 45000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost41.50/pm, Max10mins"
Important,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
Important,Me fine..absolutly fine
Important,How come she can get it? Should b quite diff to guess rite...
Spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
Important,I will reach ur home in  5;  minutes
Important,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
Important,Hi.what you think about match?
Important,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
Important,Dai i downloaded but there is only exe file which i can only run that exe after installing.
Important,It is only yesterday true true.
Important,K.k.how is your business now?
Important,3 pa but not selected.
Spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
Important,I keep ten rs in my shelf4 buy two egg.
Important,I am late. I will be there at
Important,Well thats nice. Too bad i cant eat it
Important,I accidentally brought em home in the box
Important,Pls she needs to dat slowly or she will vomit more.
Important,I have to take exam with in march 3
Important,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:4"
Important,5 nights...We nt staying at port step liao...Too ex
Important,If I die I want u to have all my stuffs.
Important,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
Important,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
Important,Prabha..i'm soryda..realy..frm heart i'm sory
Important,I re-met alex nichols from middle school and it turns out he's dealing!
Spam,PRIVATE! Your 2003 Account Statement for 4 shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
Important,It means u could not keep ur words.
Important,"Nope, I'm still in the market"
Important,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
Spam,YOU ARE CHOSEN TO RECEIVE A 4350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
Important,Hey what how about your project. Started aha da.
Important,Ok cool. See ya then.
Important,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
Important,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
Spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
Important,Yeah I can still give you a ride
Important,"Jay wants to work out first, how's 4 sound?"
Important,"Gud gud..k, chikku tke care.. sleep well gud nyt"
Important,Its a part of checking IQ
Important,Hmm thinking lor...
Important,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
Important,thanks for the temales it was wonderful. Thank. Have a great week.
Important,Thank you princess! I want to see your nice juicy booty...
Important,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
Important,Gud ni8 dear..slp well..take care..swt dreams..Muah..
Important,U come n search tat vid..not finishd..
Important,"K I'm leaving soon, be there a little after 9"
Spam,Urgent! Please call 09061213237 from a landline. 45000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
Important,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
Important,You do your studies alone without anyones help. If you cant no need to study.
Important,Please tell me not all of my car keys are in your purse
Important,I didnt get anything da
Important,Ok... Sweet dreams...
Important,Well she's in for a big surprise!
Important,"As usual..iam fine, happy 4; doing well..4"
Important,1 in cbe. 2 in chennai.
Important,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
Important,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ 5; .
Important,I absolutely LOVE South Park! I only recently started watching the office.
Important,Did you see that film4
Important,Pls speak with me. I wont ask anything other then you friendship.
Important,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
Important,Gud ni8.swt drms.take care
Important,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
Important,Anything lar then 4_ not going home 4 dinner?
Important,\ER
Spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
Important,Did u fix the teeth?if not do it asap.ok take care.
Important,So u wan 2 come for our dinner tonight a not?
Important,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
Important,Its too late4but its k.wish you the same.
Important,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
Important,Oh yeah clearly it's my fault
Important,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
Important,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. 4; One step back can ruin ur friendship.. good night:4 ..."
Spam,URGENT! Your Mobile number has been awarded with a 42000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
Important,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
Important,"Vikky, come around  4;TIME4; .."
Important,"And how you will do that, princess? 4"
Important,I have gone into get info bt dont know what to do
Important,"Yeah, probably here for a while"
Important,Sent me ur email id soon
Spam,"URGENT! You have won a 1 week FREE membership in our 4100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
Important,I'm still pretty weak today .. Bad day ?
Important,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
Important,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:4
Important,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
Important,Dear where you. Call me
Important,Xy trying smth now. U eat already? We havent...
Spam,Urgent! Please call 09061213237 from landline. 45000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
Important,I donno its in your genes or something
Spam,XMAS iscoming & ur awarded either 4500 CD gift vouchers & free entry 2 r 4100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
Important,Alex says he's not ok with you not being ok with it
Important,Are u coming to the funeral home
Important,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
Important,I.ll hand her my phone to chat wit u
Important,Well good morning mr . Hows london treatin' ya treacle?
Important,I can't make it tonight
Important,At WHAT TIME should i come tomorrow
Important,About  5; bucks. The banks fees are fixed. Better to call the bank and find out.
Important,"I can. But it will tell quite long, cos i haven't finish my film yet..."
Important,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  5;  dollars.
Important,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
Important,Ill be at yours in about 3 mins but look out for me
Important,What you did in  leave.
Important,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
Important,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
Important,"yeah, that's what I was thinking"
Important,K.k4i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
Important,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
Important,My sister going to earn more than me da.
Spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX 41.50
Important,Hahaha..use your brain dear
Important,Jus finish watching tv... U?
Important,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
Important,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
Important,Kothi print out marandratha.
Important,But we havent got da topic yet rite?
Important,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
Important,"Thanks, I'll keep that in mind"
Important,Aah bless! How's your arm?
Important,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
Important,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:4"
Important,What makes you most happy?
Important,Wishing you a wonderful week.
Important,Sweet heart how are you?
Important,"Sir, waiting for your letter."
Important,Dude im no longer a pisces. Im an aquarius now.
Important,X course it 2yrs. Just so her messages on messenger lik you r sending me
Important,I think steyn surely get one wicket4
Important,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
Important,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
Important,No. It's not pride. I'm almost  5;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
Important,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
Important,My birthday is on feb  5;  da. .
Important,So when do you wanna gym?
Important,You'd like that wouldn't you? Jerk!
Important,Are u awake? Is there snow there?
Important,And of course you should make a stink!
Spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
Important,No go. No openings for that room 'til after thanksgiving without an upcharge.
Important,When you guys planning on coming over?
Important,Wat 4_ doing now?
Important,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
Important,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
Important,Do I? I thought I put it back in the box
Important,I'm home...
Important,No one interested. May be some business plan.
Important,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
Important,Good morning princess! Have a great day!
Important,Guai... 44 shd haf seen him when he's naughty... 44 so free today? Can go jogging...
Important,Aiyo cos i sms 4_ then 4_ neva reply so i wait 4 4_ to reply lar. I tot 4_ havent finish ur lab wat.
Important,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;4 :4"
Important,Tell me something. Thats okay.
Important,Ok
Important,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
Important,This is ur face test ( 1 2 3 4 5 6 7 8 9  5;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
Important,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
Important,Yep get with the program. You're slacking.
Important,I'm in inside office..still filling forms.don know when they leave me.
Important,"I think your mentor is , but not 100 percent sure."
Spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
Spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
Spam,A 4400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a 4400 reward. Just call 09066380611
Important,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
Spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
Important,Hi mom we might be back later than  5; 
Spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
Important,"Lol, oh you got a friend for the dog ?"
Important,"Ok., is any problem to u frm him? Wats matter?"
Important,"K I'll head out in a few mins, see you there"
Important,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT 4; HAVE A NICE SLEEP..SWEET DREAMS..
Important,I cant pick the phone right now. Pls send a message
Important,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
Spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
Spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or 4250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
Important,Somebody set up a website where you can play hold em using eve online spacebucks
Important,Its sunny in california. The weather's just cool
Spam,You have 1 new message. Call 0207-083-6089
Important,"I can make it up there, squeezed  5;  bucks out of my dad"
Important,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
Important,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.I44m knackered and i44m dreading work tonight. What are thou upto tonight. X
Important,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
Important,I'm at work. Please call
Important,I will be gentle baby! Soon you will be taking all  5;  inches deep inside your tight pussy...
Important,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
Important,Ok.ok ok..then..whats ur todays plan
Important,Nt joking seriously i told
Important,Watching ajith film ah?
Important,Ooooooh I forgot to tell u I can get on yoville on my phone
Important,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
Important,I dont know exactly could you ask chechi.
Important,Dunno lei shd b driving lor cos i go sch 1 hr oni.
Important,As in i want custom officer discount oh.
Important,That's necessarily respectful
Important,Hi. Hope you had a good day. Have a better night.
Important,And he's apparently bffs with carly quick now
Important,HARD BUT TRUE: How much you show 4;  express your love to someone....that much it will hurt when they leave you or you get seperated...!44444_??4Û¬ud evening...
Important,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
Important,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
Important,So gd got free ice cream... I oso wan...
Important,Pls give her prometazine syrup. 5mls then  5; mins later feed.
Important,So how many days since then?
Important,Dear are you angry i was busy dear
Important,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if 4_ leaving earlier or wat mah cos mayb 4_ haf to walk v far...
Important,... Are you in the pub?
Important,There is a first time for everything 4
Important,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
Important,I ask if u meeting da ge tmr nite...
Important,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
Important,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
Important,East coast
Important,You should get more chicken broth if you want ramen unless there's some I don't know about
Important,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
Important,Nope. I just forgot. Will show next week
Important,So how are you really. What are you up to. How's the masters. And so on.
Important,I'm at bruce 4; fowler now but I'm in my mom's car so I can't park (long story)
Important,I dont know oh. Hopefully this month.
Important,"Hi elaine, is today's meeting confirmed?"
Important,Ok k..sry i knw 2 siva..tats y i askd..
Important,"Sorry, I'll call later"
Important,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
Important,Otherwise had part time job na-tuition..
Important,Oh yeah! And my diet just flew out the window
Spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
Important,You didnt complete your gist oh.
Important,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
Important,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
Important,If I was I wasn't paying attention
Important,Thanx a lot 4 ur help!
Important,You're gonna have to be way more specific than that
Important,Jesus armand really is trying to tell everybody he can find
Important,I'm wif him now buying tix lar...
Important,Mode men or have you left.
Important,Am slow in using biola's fne
Important,"\What are youdoing later? Sar xxx\"""""
Important,Hey i've booked the 2 lessons on sun liao...
Important,Thank you. do you generally date the brothas?
Important,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
Important,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
Spam,You have won a guaranteed 32000 award or maybe even 41000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
Important,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
Important,"And that's fine, I got enough bud to last most of the night at least"
Important,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
Important,So that takes away some money worries
Important,"aight we can pick some up, you open before tonight?"
Spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
Important,Sac needs to carry on4
Important,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
Important,What???? Hello wats talks email address?
Important,Except theres a chick with huge boobs.
